text
《败家子儿》 郭德纲 于谦
《怯富贵》 郭德纲 于谦
《扒马褂》郭德纲 于谦 张鹤伦
《东游记》郭德纲 于谦
《文史专家》 郭德纲 于谦
《学问家》 郭德纲 于谦
《一户侯》 郭德纲 于谦
《拴娃娃》 郭德纲 于谦
《吃论》郭德纲、于谦
《大上寿》 郭德纲 于谦
《独占花魁》 郭德纲 于谦
《好好学习》 郭德纲 于谦
《健康生活》 郭德纲 于谦
《叫卖图》 郭德纲 于谦
《老师来了》 郭德纲 于谦 高峰
